player_id,first_name,last_name,Date1,Date2,Date3,Date4,birth_year,birth_month,birth_day,birth_month2
8448474,Veli-Pekka,Ketola,28-Mar-48,Mar-28-1948,3/28/48,3/28/48,1948,3,28,Mar
8448706,Jeff,Larmer,10-Nov-62,Nov-10-1962,11/10/62,11/10/62,1962,11,10,Nov
8448808,Don,Lever,14-Nov-52,Nov-14-1952,11/14/52,11/14/52,1952,11,14,Nov
8448991,Bob,MacMillan,3-Dec-52,Dec-3-1952,12/3/52,12/3/52,1952,12,3,Dec
8449611,Paul,Miller,21-Aug-59,Aug-21-1959,8/21/59,8/21/59,1959,8,21,Aug
8450501,Jukka,Porvari,19-Jan-54,Jan-19-1954,1/19/54,1/19/54,1954,1,19,Jan
8452364,Stan,Weir,17-Mar-52,Mar-17-1952,3/17/52,3/17/52,1952,3,17,Mar
8448817,Tapio,Levo,24-Sep-55,Sep-24-1955,9/24/55,9/24/55,1955,9,24,Sep
8448885,Bob,Lorimer,25-Aug-53,Aug-25-1953,8/25/53,8/25/53,1953,8,25,Aug
8449580,Joe,Micheletti,24-Oct-54,Oct-24-1954,10/24/54,10/24/54,1954,10,24,Oct
8449880,Graeme,Nicolson,13-Jan-58,Jan-13-1958,1/13/58,1/13/58,1958,1,13,Jan
8448614,Richard,Laferriere,3-Jan-61,Jan-3-1961,1/3/61,1/3/61,1961,1,3,Jan
8445802,Rusty,Crawford,7-Nov-1885,Nov-7-1885,11/7/1885,1885-11-07,1885,11,7,Nov
8445844,Jack,Darragh,4-Dec-1890,Dec-4-1890,12/4/1890,1890-12-04,1890,12,4,Dec
8445874,Cy,Denneny,23-Dec-1891,Dec-23-1891,12/23/1891,1891-12-23,1891,12,23,Dec
8446581,Eddie,Gerard,22-Feb-1890,Feb-22-1890,2/22/1890,1890-02-22,1890,2,22,Feb
8447013,Harry,Hyland,2-Jan-1889,Jan-2-1889,1/2/1889,1889-01-02,1889,1,2,Jan
8447522,Ed,Lowrey,13-Aug-1891,Aug-13-1891,8/13/1891,1891-08-13,1891,8,13,Aug
8448011,Frank,Nighbor,26-Jan-1893,Jan-26-1893,1/26/1893,1893-01-26,1893,1,26,Jan
8445135,George,Boucher,19-Aug-1896,Aug-19-1896,8/19/1896,1896-08-19,1896,8,19,Aug
8445191,Morley,Bruce,7-Mar-1894,Mar-7-1894,3/7/1894,1894-03-07,1894,3,7,Mar
8447848,Horace,Merrill,30-Nov-1885,Nov-30-1885,11/30/1885,1885-11-30,1885,11,30,Nov
8448336,Dave,Ritchie,12-Jan-1892,Jan-12-1892,1/12/1892,1892-01-12,1892,1,12,Jan
8449025,Hamby,Shore,12-Feb-1886,Feb-12-1886,2/12/1886,1886-02-12,1886,2,12,Feb
8449817,Clint,Benedict,26-Sep-1892,Sep-26-1892,9/26/1892,1892-09-26,1892,9,26,Sep
8445168,Punch,Broadbent,13-Jul-1892,Jul-13-1892,7/13/1892,1892-07-13,1892,7,13,Jul
8445314,Harry,Cameron,6-Feb-1890,Feb-6-1890,2/6/1890,1890-02-06,1890,2,6,Feb
8445497,Sprague,Cleghorn,11-Mar-1890,Mar-11-1890,3/11/1890,1890-03-11,1890,3,11,Mar
8448441,Skene,Ronan,9-Feb-1889,Feb-9-1889,2/9/1889,1889-02-09,1889,2,9,Feb
8447791,Jack,MacKell,12-Apr-1896,Apr-12-1896,4/12/1896,1896-04-12,1896,4,12,Apr
8446629,Leth,Graham,10-Oct-1894,Oct-10-1894,10/10/1894,1894-10-10,1894,10,10,Oct
8445044,Billy,Bell,10-Jun-1891,Jun-10-1891,6/10/1891,1891-06-10,1891,6,10,Jun
8445134,Frank,Boucher,7-Oct-01,Oct-7-1901,10/7/01,10/7/01,1901,10,7,Oct
8445471,King,Clancy,25-Feb-03,Feb-25-1903,2/25/03,2/25/03,1903,2,25,Feb
8446767,Harry,Helman,28-Aug-1894,Aug-28-1894,8/28/1894,1894-08-28,1894,8,28,Aug
8446886,Lionel,Hitchman,3-Nov-01,Nov-3-1901,11/3/01,11/3/01,1901,11,3,Nov
8446298,Frank,Finnigan,9-Jul-03,Jul-9-1903,7/9/03,7/9/03,1903,7,9,Jul
8449090,Rod,Smylie,28-Sep-1895,Sep-28-1895,9/28/1895,1895-09-28,1895,9,28,Sep
8445319,Earl,Campbell,23-Jul-00,Jul-23-1900,7/23/00,7/23/00,1900,7,23,Jul
8449990,Sammy,Hebert,31-Mar-1894,Mar-31-1894,3/31/1894,1894-03-31,1894,3,31,Mar
8449077,Hooley,Smith,7-Jan-03,Jan-7-1903,1/7/03,1/7/03,1903,1,7,Jan
8446616,Ed,Gorman,25-Sep-1892,Sep-25-1892,9/25/1892,1892-09-25,1892,9,25,Sep
8449059,Alex,Smith,2-Apr-02,Apr-2-1902,4/2/02,4/2/02,1902,4,2,Apr
8449856,Alec,Connell,8-Feb-02,Feb-8-1902,2/8/02,2/8/02,1902,2,8,Feb
8445959,John,Duggan,17-Dec-1898,Dec-17-1898,12/17/1898,1898-12-17,1898,12,17,Dec
8447181,Hec,Kilrea,11-Jun-07,Jun-11-1907,6/11/07,6/11/07,1907,6,11,Jun
8444861,Jack,Adams,14-Jun-1895,Jun-14-1895,6/14/1895,1895-06-14,1895,6,14,Jun
8446673,Milt,Halliday,21-Sep-06,Sep-21-1906,9/21/06,9/21/06,1906,9,21,Sep
8447035,Stan,Jackson,27-Aug-1898,Aug-27-1898,8/27/1898,1898-08-27,1898,8,27,Aug
8446600,Sam,Godin,20-Sep-09,Sep-20-1909,9/20/09,9/20/09,1909,9,20,Sep
8446652,Len,Grosvenor,21-Jul-05,Jul-21-1905,7/21/05,7/21/05,1905,7,21,Jul
8445442,Gene,Chouinard,5-Jan-02,Jan-5-1902,1/5/02,1/5/02,1902,1,5,Jan
8449019,Al,Shields,10-May-07,May-10-1907,5/10/07,5/10/07,1907,5,10,May
8446144,Fred,Elliott,18-Feb-03,Feb-18-1903,2/18/03,2/18/03,1903,2,18,Feb
8447306,Joe,Lamb,18-Jun-06,Jun-18-1906,6/18/06,6/18/06,1906,6,18,Jun
8449246,Bill,Touhey,23-Mar-06,Mar-23-1906,3/23/06,3/23/06,1906,3,23,Mar
8445525,Harry,Connor,3-Dec-04,Dec-3-1904,12/3/04,12/3/04,1904,12,3,Dec
8445762,Danny,Cox,12-Oct-03,Oct-12-1903,10/12/03,10/12/03,1903,10,12,Oct
8446514,Art,Gagne,11-Oct-1897,Oct-11-1897,10/11/1897,1897-10-11,1897,10,11,Oct
8446924,Syd,Howe,28-Sep-11,Sep-28-1911,9/28/11,9/28/11,1911,9,28,Sep
8447183,Wally,Kilrea,18-Feb-09,Feb-18-1909,2/18/09,2/18/09,1909,2,18,Feb
8447012,Bill,Hutton,28-Jan-10,Jan-28-1910,1/28/10,1/28/10,1910,1,28,Jan
8449160,Harold,Starr,6-Jul-06,Jul-6-1906,7/6/06,7/6/06,1906,7,6,Jul
8447198,Ray,Kinsella,27-Jan-11,Jan-27-1911,1/27/11,1/27/11,1911,1,27,Jan
8448138,Eric,Pettinger,14-Dec-04,Dec-14-1904,12/14/04,12/14/04,1904,12,14,Dec
8445142,Leo,Bourgeault,17-Jan-03,Jan-17-1903,1/17/03,1/17/03,1903,1,17,Jan
8449060,Art,Smith,29-Nov-06,Nov-29-1906,11/29/06,11/29/06,1906,11,29,Nov
8449821,Bill,Beveridge,1-Jul-09,Jul-1-1909,7/1/09,7/1/09,1909,7,1,Jul
8446411,Gus,Forslund,25-Apr-08,Apr-25-1908,4/25/08,4/25/08,1908,4,25,Apr
8446557,Dutch,Gainor,10-Apr-04,Apr-10-1904,4/10/04,4/10/04,1904,4,10,Apr
8447523,Gerry,Lowrey,14-Feb-06,Feb-14-1906,2/14/06,2/14/06,1906,2,14,Feb
8447780,Bert,McInenly,6-May-06,May-6-1906,5/6/06,5/6/06,1906,5,6,May
8447859,Hib,Milks,1-Apr-1899,Apr-1-1899,4/1/1899,1899-04-01,1899,4,1,Apr
8448383,Earl,Roche,22-Feb-10,Feb-22-1910,2/22/10,2/22/10,1910,2,22,Feb
8448421,Des,Roche,1-Feb-09,Feb-1-1909,2/1/09,2/1/09,1909,2,1,Feb
8449381,Cooney,Weiland,5-Nov-04,Nov-5-1904,11/5/04,11/5/04,1904,11,5,Nov
8445262,Marty,Burke,28-Jan-05,Jan-28-1905,1/28/05,1/28/05,1905,1,28,Jan
8445293,Bert,Burry,2-Jul-06,Jul-2-1906,7/2/06,7/2/06,1906,7,2,Jul
8448428,Harvey,Rockburn,20-Aug-08,Aug-20-1908,8/20/08,8/20/08,1908,8,20,Aug
8445533,Bud,Cook,20-Nov-07,Nov-20-1907,11/20/07,11/20/07,1907,11,20,Nov
8446558,Percy,Galbraith,5-Dec-1898,Dec-5-1898,12/5/1898,1898-12-05,1898,12,5,Dec
8447132,Max,Kaminsky,19-Apr-13,Apr-19-1913,4/19/13,4/19/13,1913,4,19,Apr
8448789,Ted,Saunders,29-Aug-11,Aug-29-1911,8/29/11,8/29/11,1911,8,29,Aug
8449001,Gerry,Shannon,25-Oct-10,Oct-25-1910,10/25/10,10/25/10,1910,10,25,Oct
8449308,Carl,Voss,6-Jan-07,Jan-6-1907,1/6/07,1/6/07,1907,1,6,Jan
8449366,Nick,Wasnie,1-Jan-04,Jan-1-1904,1/1/04,1/1/04,1904,1,1,Jan
8445146,Ralph,Bowman,20-Jun-11,Jun-20-1911,6/20/11,6/20/11,1911,6,20,Jun
8446895,Flash,Hollett,13-Apr-12,Apr-13-1912,4/13/12,4/13/12,1912,4,13,Apr
8447130,Walter,Kalbfleish,18-Dec-11,Dec-18-1911,12/18/11,12/18/11,1911,12,18,Dec
8447371,Albert,Leduc,22-Nov-02,Nov-22-1902,11/22/02,11/22/02,1902,11,22,Nov
8445326,George,Carey,4-Nov-1892,Nov-4-1892,11/4/1892,1892-11-04,1892,11,4,Nov
8445972,Babe,Dye,13-May-1898,May-13-1898,5/13/1898,1898-05-13,1898,5,13,May
8447594,Joe,Malone,28-Feb-1890,Feb-28-1890,2/28/1890,1890-02-28,1890,2,28,Feb
8447674,Thomas,McCarthy,12-Apr-1893,Apr-12-1893,4/12/1893,1893-04-12,1893,4,12,Apr
8448212,Goldie,Prodgers,18-Oct-1891,Oct-18-1891,10/18/1891,1891-10-18,1891,10,18,Oct
8448349,Mickey,Roach,1-May-1895,May-1-1895,5/1/1895,1895-05-01,1895,5,1,May
8445330,Ed,Carpenter,15-Jun-1890,Jun-15-1890,6/15/1890,1890-06-15,1890,6,15,Jun
8445744,Billy,Coutu,1-Mar-1892,Mar-1-1892,3/1/1892,1892-03-01,1892,3,1,Mar
8447637,Joe,Matte,6-Mar-1893,Mar-6-1893,3/6/1893,1893-03-06,1893,3,6,Mar
8447765,Moylan,McDonnell,27-Aug-1889,Aug-27-1889,8/27/1889,1889-08-27,1889,8,27,Aug
8448315,Leo,Reise,1-Jun-1892,Jun-1-1892,6/1/1892,1892-06-01,1892,6,1,Jun
8450017,Howard,Lockhart,21-Mar-1895,Mar-21-1895,3/21/1895,1895-03-21,1895,3,21,Mar
8444956,Amos,Arbour,26-Jan-1895,Jan-26-1895,1/26/1895,1895-01-26,1895,1,26,Jan
8449551,Cully,Wilson,5-Jun-1892,Jun-5-1892,6/5/1892,1892-06-05,1892,6,5,Jun
8447907,Harry,Mummery,25-Aug-1889,Aug-25-1889,8/25/1889,1889-08-25,1889,8,25,Aug
8445131,Edmond,Bouchard,24-May-1892,May-24-1892,5/24/1892,1892-05-24,1892,5,24,May
8445255,Billy,Burch,20-Nov-00,Nov-20-1900,11/20/00,11/20/00,1900,11,20,Nov
8445571,Bert,Corbeau,9-Feb-1894,Feb-9-1894,2/9/1894,1894-02-09,1894,2,9,Feb
8449918,Jake,Forbes,4-Jul-1897,Jul-4-1897,7/4/1897,1897-07-04,1897,7,4,Jul
8445873,Corb,Denneny,25-Jan-1894,Jan-25-1894,1/25/1894,1894-01-25,1894,1,25,Jan
8446643,Red,Green,12-Dec-1899,Dec-12-1899,12/12/1899,1899-12-12,1899,12,12,Dec
8446644,Shorty,Green,17-Jul-1896,Jul-17-1896,7/17/1896,1896-07-17,1896,7,17,Jul
8448246,Ken,Randall,14-Dec-1887,Dec-14-1887,12/14/1887,1887-12-14,1887,12,14,Dec
8448948,Ganton,Scott,23-Mar-03,Mar-23-1903,3/23/03,3/23/03,1903,3,23,Mar
8446492,Charles,Fraser,22-Jul-1897,Jul-22-1897,7/22/1897,1897-07-22,1897,7,22,Jul
8449141,Jesse,Spring,18-Jan-01,Jan-18-1901,1/18/01,1/18/01,1901,1,18,Jan
8445644,Charlie,Cotch,21-Feb-00,Feb-21-1900,2/21/00,2/21/00,1900,2,21,Feb
8447323,Charlie,Langlois,25-Aug-1894,Aug-25-1894,8/25/1894,1894-08-25,1894,8,25,Aug
8447794,Alex,McKinnon,17-Apr-1895,Apr-17-1895,4/17/1895,1895-04-17,1895,4,17,Apr
8445071,Louis,Berlinquette,26-May-1887,May-26-1887,5/26/1887,1887-05-26,1887,5,26,May
8445496,Odie,Cleghorn,19-Sep-1891,Sep-19-1891,9/19/1891,1891-09-19,1891,9,19,Sep
8445648,Baldy,Cotton,5-Nov-02,Nov-5-1902,11/5/02,11/5/02,1902,11,5,Nov
8445843,Harold,Darragh,13-Sep-02,Sep-13-1902,9/13/02,9/13/02,1902,9,13,Sep
8447521,Fred,Lowrey,12-Aug-02,Aug-12-1902,8/12/02,8/12/02,1902,8,12,Aug
8447741,Duke,McCurry,13-Jun-00,Jun-13-1900,6/13/00,6/13/00,1900,6,13,Jun
8449049,Alf,Skinner,26-Jan-1896,Jan-26-1896,1/26/1896,1896-01-26,1896,1,26,Jan
8449392,Tex,White,26-Jun-00,Jun-26-1900,6/26/00,6/26/00,1900,6,26,Jun
8445514,Lionel,Conacher,24-May-01,May-24-1901,5/24/01,5/24/01,1901,5,24,May
8445955,Herb,Drury,2-Mar-1895,Mar-2-1895,3/2/1895,1895-03-02,1895,3,2,Mar
8449082,Rodger,Smith,26-Jul-1896,Jul-26-1896,7/26/1896,1896-07-26,1896,7,26,Jul
8450153,Roy,Worters,19-Oct-00,Oct-19-1900,10/19/00,10/19/00,1900,10,19,Oct
8444967,Ty,Arbour,29-Jun-1896,Jun-29-1896,6/29/1896,1896-06-29,1896,6,29,Jun
8447779,Mickey,McGuire,7-Jul-1898,Jul-7-1898,7/7/1898,1898-07-07,1898,7,7,Jul
8447795,John,McKinnon,15-Jul-02,Jul-15-1902,7/15/02,7/15/02,1902,7,15,Jul
8447655,Bert,McCaffrey,12-Apr-1893,Apr-12-1893,4/12/1893,1893-04-12,1893,4,12,Apr
8448462,Sam,Rothschild,16-Oct-1899,Oct-16-1899,10/16/1899,1899-10-16,1899,10,16,Oct
8446493,Frank,Fredrickson,11-Jun-1895,Jun-11-1895,6/11/1895,1895-06-11,1895,6,11,Jun
8447545,Mickey,MacKay,25-May-1894,May-25-1894,5/25/1894,1894-05-25,1894,5,25,May
8446907,Albert,Holway,24-Sep-02,Sep-24-1902,9/24/02,9/24/02,1902,9,24,Sep
8450043,Joe,Miller,6-Oct-00,Oct-6-1900,10/6/00,10/6/00,1900,10,6,Oct
8445029,Cliff,Barton,3-Sep-07,Sep-3-1907,9/3/07,9/3/07,1907,9,3,Sep
8445162,Archie,Briden,16-Jul-1898,Jul-16-1898,7/16/1898,1898-07-16,1898,7,16,Jul
8447050,James,Jarvis,7-Dec-07,Dec-7-1907,12/7/07,12/7/07,1907,12,7,Dec
8447602,Rennison,Manners,5-Feb-04,Feb-5-1904,2/5/04,2/5/04,1904,2,5,Feb
8446489,Gord,Fraser,3-Jan-02,Jan-3-1902,1/3/02,1/3/02,1902,1,3,Jan
8450117,Red,Spooner,24-Aug-10,Aug-24-1910,8/24/10,8/24/10,1910,8,24,Aug
8447534,Ron,Lyons,15-Feb-09,Feb-15-1909,2/15/09,2/15/09,1909,2,15,Feb
8447671,Eddie,McCalmon,30-May-02,May-30-1902,5/30/02,5/30/02,1902,5,30,May
8445741,D'arcy,Coulson,17-Feb-08,Feb-17-1908,2/17/08,2/17/08,1908,2,17,Feb
8445818,Stan,Crossett,18-Apr-00,Apr-18-1900,4/18/00,4/18/00,1900,4,18,Apr
8449861,Wilf,Cude,4-Jul-10,Jul-4-1910,7/4/10,7/4/10,1910,7,4,Jul
8445047,Pete,Bellefeuille,19-Oct-01,Oct-19-1901,10/19/01,10/19/01,1901,10,19,Oct
8446463,Frank,Foyston,2-Feb-1891,Feb-2-1891,2/2/1891,1891-02-02,1891,2,2,Feb
8446613,Fred,Gordon,6-May-00,May-6-1900,5/6/00,5/6/00,1900,5,6,May
8446727,Gizzy,Hart,1-Jun-02,Jun-1-1902,6/1/02,6/1/02,1902,6,1,Jun
8447143,Duke,Keats,21-Mar-1895,Mar-21-1895,3/21/1895,1895-03-21,1895,3,21,Mar
8447832,Harry,Meeking,4-Nov-1894,Nov-4-1894,11/4/1894,1894-11-04,1894,11,4,Nov
8448039,Russell,Oatman,19-Feb-05,Feb-19-1905,2/19/05,2/19/05,1905,2,19,Feb
8448332,Jim,Riley,25-May-1897,May-25-1897,5/25/1897,1897-05-25,1897,5,25,May
8449007,Johnny,Sheppard,23-Jul-03,Jul-23-1903,7/23/03,7/23/03,1903,7,23,Jul
8449310,Jack,Walker,29-Nov-1888,Nov-29-1888,11/29/1888,1888-11-29,1888,11,29,Nov
8444964,Jack,Arbour,7-Mar-1899,Mar-7-1899,3/7/1899,1899-03-07,1899,3,7,Mar
8445962,Art,Duncan,4-Jul-1891,Jul-4-1891,7/4/1891,1891-07-04,1891,7,4,Jul
8446662,Harold,Halderson,6-Jan-00,Jan-6-1900,1/6/00,1/6/00,1900,1,6,Jan
8447216,Hobie,Kitchen,8-Feb-04,Feb-8-1904,2/8/04,2/8/04,1904,2,8,Feb
8447517,Clem,Loughlin,15-Nov-1894,Nov-15-1894,11/15/1894,1894-11-15,1894,11,15,Nov
8449997,Hap,Holmes,21-Feb-1888,Feb-21-1888,2/21/1888,1888-02-21,1888,2,21,Feb
8450121,Herb,Stuart,30-Mar-1899,Mar-30-1899,3/30/1899,1899-03-30,1899,3,30,Mar
8444987,Larry,Aurie,8-Feb-05,Feb-8-1905,2/8/05,2/8/05,1905,2,8,Feb
8445541,Carson,Cooper,17-Jul-1899,Jul-17-1899,7/17/1899,1899-07-17,1899,7,17,Jul
8446750,George,Hay,10-Jan-1898,Jan-10-1898,1/10/1898,1898-01-10,1898,1,10,Jan
8448013,Reg,Noble,23-Jun-1896,Jun-23-1896,6/23/1896,1896-06-23,1896,6,23,Jun
8448080,Pete,Palangio,10-Sep-08,Sep-10-1908,9/10/08,9/10/08,1908,9,10,Sep
8449006,Frank,Sheppard,19-Oct-07,Oct-19-1907,10/19/07,10/19/07,1907,10,19,Oct
8445187,Stan,Brown,9-May-1898,May-9-1898,5/9/1898,1898-05-09,1898,5,9,May
8449254,Percy,Traub,23-Aug-1896,Aug-23-1896,8/23/1896,1896-08-23,1896,8,23,Aug
8445178,Bernie,Brophy,9-Aug-05,Aug-9-1905,8/9/05,8/9/05,1905,8,9,Aug
8445526,Bob,Connors,19-Oct-04,Oct-19-1904,10/19/04,10/19/04,1904,10,19,Oct
8445839,Frank,Daley,22-Aug-09,Aug-22-1909,8/22/09,8/22/09,1909,8,22,Aug
8446785,Jimmy,Herberts,31-Oct-1897,Oct-31-1897,10/31/1897,1897-10-31,1897,10,31,Oct
8447484,Herbie,Lewis,17-Apr-06,Apr-17-1906,4/17/06,4/17/06,1906,4,17,Apr
8445203,Bill,Brydge,22-Oct-01,Oct-22-1901,10/22/01,10/22/01,1901,10,22,Oct
8449897,Dolly,Dolson,23-May-1897,May-23-1897,5/23/1897,1897-05-23,1897,5,23,May
8446612,Ebbie,Goodfellow,9-Apr-07,Apr-9-1907,4/9/07,4/9/07,1907,4,9,Apr
8447654,Stan,McCabe,16-Jun-08,Jun-16-1908,6/16/08,6/16/08,1908,6,16,Jun
8446857,Henry,Hicks,10-Dec-00,Dec-10-1900,12/10/00,12/10/00,1900,12,10,Dec
8446966,James,Hughes,12-May-06,May-12-1906,5/12/06,5/12/06,1906,5,12,May
8447638,Joe,Matte,15-Mar-09,Mar-15-1909,3/15/09,3/15/09,1909,3,15,Mar
8446580,Gerry,Geran,3-Aug-1896,Aug-3-1896,8/3/1896,1896-08-03,1896,8,3,Aug
8447616,Jack,Marks,11-Jun-1885,Jun-11-1885,6/11/1885,1885-06-11,1885,6,11,Jun
8447761,Jack,McDonald,28-Feb-1887,Feb-28-1887,2/28/1887,1887-02-28,1887,2,28,Feb
8449181,Phil,Stevens,15-Feb-1893,Feb-15-1893,2/15/1893,1893-02-15,1893,2,15,Feb
8449231,Ken,Thompson,29-May-1881,May-29-1881,5/29/1881,1881-05-29,1881,5,29,May
8448052,George,O'Grady,8-Jun-1891,Jun-8-1891,6/8/1891,1891-06-08,1891,6,8,Jun
8448456,Art,Ross,13-Jan-1886,Jan-13-1886,1/13/1886,1886-01-13,1886,1,13,Jan
8449048,Raymie,Skilton,26-Sep-1889,Sep-26-1889,9/26/1889,1889-09-26,1889,9,26,Sep
8450014,Bert,Lindsay,23-Jul-1881,Jul-23-1881,7/23/1881,1881-07-23,1881,7,23,Jul
8445740,Jack,Coughlin,6-Jun-1892,Jun-6-1892,6/6/1892,1892-06-06,1892,6,6,Jun
8447816,George,McNaughton,4-Apr-1897,Apr-4-1897,4/4/1897,1897-04-04,1897,4,4,Apr
8449087,Tommy,Smith,27-Sep-1886,Sep-27-1886,9/27/1886,1886-09-27,1886,9,27,Sep
8449382,Alex,Wellington,4-Aug-1893,Aug-4-1893,8/4/1893,1893-08-04,1893,8,4,Aug
8447796,Fred,McLean,16-Mar-1893,Mar-16-1893,3/16/1893,1893-03-16,1893,3,16,Mar
8449843,Frank,Brophy,9-Aug-00,Aug-9-1900,8/9/00,8/9/00,1900,8,9,Aug
8445911,Chuck,Dinsmore,23-Jul-03,Jul-23-1903,7/23/03,7/23/03,1903,7,23,Jul
8448087,Ernie,Parkes,4-Nov-1898,Nov-4-1898,11/4/1898,1898-11-04,1898,11,4,Nov
8445308,Francis,Cain,22-Mar-1899,Mar-22-1899,3/22/1899,1899-03-22,1899,3,22,Mar
8445340,George,Carroll,3-Jun-1897,Jun-3-1897,6/3/1897,1897-06-03,1897,6,3,Jun
8447908,Dunc,Munro,19-Jan-01,Jan-19-1901,1/19/01,1/19/01,1901,1,19,Jan
8447912,Gerry,Munro,28-Nov-1897,Nov-28-1897,11/28/1897,1897-11-28,1897,11,28,Nov
8445346,Frank,Carson,12-Jan-02,Jan-12-1902,1/12/02,1/12/02,1902,1,12,Jan
8446914,George,Horne,27-Jun-04,Jun-27-1904,6/27/04,6/27/04,1904,6,27,Jun
8448141,Merlyn,Phillips,24-May-1899,May-24-1899,5/24/1899,1899-05-24,1899,5,24,May
8449038,Babe,Siebert,14-Jan-04,Jan-14-1904,1/14/04,1/14/04,1904,1,14,Jan
8449189,Nels,Stewart,29-Dec-02,Dec-29-1902,12/29/02,12/29/02,1902,12,29,Dec
8446152,Hap,Emms,12-Jan-05,Jan-12-1905,1/12/05,1/12/05,1905,1,12,Jan
8445923,Babe,Donnelly,22-Dec-1895,Dec-22-1895,12/22/1895,1895-12-22,1895,12,22,Dec
8445969,Red,Dutton,23-Jul-1898,Jul-23-1898,7/23/1898,1898-07-23,1898,7,23,Jul
8450144,Flat,Walsh,23-Mar-1897,Mar-23-1897,3/23/1897,1897-03-23,1897,3,23,Mar
8445183,Fred,Brown,15-Sep-00,Sep-15-1900,9/15/00,9/15/00,1900,9,15,Sep
8449341,Jimmy,Ward,1-Sep-06,Sep-1-1906,9/1/06,9/1/06,1906,9,1,Sep
8448372,Earl,Robinson,11-Mar-07,Mar-11-1907,3/11/07,3/11/07,1907,3,11,Mar
8449264,Dave,Trottier,25-Jun-06,Jun-25-1906,6/25/06,6/25/06,1906,6,25,Jun
8448034,Baldy,Northcott,7-Sep-08,Sep-7-1908,9/7/08,9/7/08,1908,9,7,Sep
8448140,Bill,Phillips,23-Sep-02,Sep-23-1902,9/23/02,9/23/02,1902,9,23,Sep
8449467,Archie,Wilcox,9-May-03,May-9-1903,5/9/03,5/9/03,1903,5,9,May
8449858,Abbie,Cox,19-Jul-04,Jul-19-1904,7/19/04,7/19/04,1904,7,19,Jul
8445233,Glenn,Brydson,7-Nov-10,Nov-7-1910,11/7/10,11/7/10,1910,11,7,Nov
8446753,Paul,Haynes,1-Mar-10,Mar-1-1910,3/1/10,3/1/10,1910,3,1,Mar
8446946,Al,Huggins,21-Dec-10,Dec-21-1910,12/21/10,12/21/10,1910,12,21,Dec
8446559,John,Gallagher,19-Jan-09,Jan-19-1909,1/19/09,1/19/09,1909,1,19,Jan
8447828,Jack,McVicar,4-Jun-04,Jun-4-1904,6/4/04,6/4/04,1904,6,4,Jun
8450009,Dave,Kerr,11-Jan-10,Jan-11-1910,1/11/10,1/11/10,1910,1,11,Jan
8445960,Lorne,Duguid,4-Apr-10,Apr-4-1910,4/4/10,4/4/10,1910,4,4,Apr
8450115,Normie,Smith,18-Mar-08,Mar-18-1908,3/18/08,3/18/08,1908,3,18,Mar
8445097,Mickey,Blake,31-Oct-12,Oct-31-1912,10/31/12,10/31/12,1912,10,31,Oct
8448159,Hugh,Plaxton,16-May-04,May-16-1904,5/16/04,5/16/04,1904,5,16,May
8445049,Andy,Bellemer,3-Jul-03,Jul-3-1903,7/3/03,7/3/03,1903,7,3,Jul
8449383,Cy,Wentworth,24-Jan-05,Jan-24-1905,1/24/05,1/24/05,1905,1,24,Jan
8445099,Russ,Blinco,12-Mar-08,Mar-12-1908,3/12/08,3/12/08,1908,3,12,Mar
8445307,Herb,Cain,24-Dec-12,Dec-24-1912,12/24/12,12/24/12,1912,12,24,Dec
8448605,Paul,Runge,10-Sep-08,Sep-10-1908,9/10/08,9/10/08,1908,9,10,Sep
8444989,Vern,Ayres,27-Apr-09,Apr-27-1909,4/27/09,4/27/09,1909,4,27,Apr
8446182,Stewart,Evans,19-Jun-08,Jun-19-1908,6/19/08,6/19/08,1908,6,19,Jun
8446502,Irv,Frew,16-Aug-07,Aug-16-1907,8/16/07,8/16/07,1907,8,16,Aug
8446631,Ted,Graham,30-Jan-06,Jan-30-1906,1/30/06,1/30/06,1906,1,30,Jan
8447560,Bill,MacKenzie,12-Dec-11,Dec-12-1911,12/12/11,12/12/11,1911,12,12,Dec
8445098,Toe,Blake,21-Aug-12,Aug-21-1912,8/21/12,8/21/12,1912,8,21,Aug
8446628,Bob,Gracie,8-Nov-10,Nov-8-1910,11/8/10,11/8/10,1910,11,8,Nov
8447614,Gus,Marker,1-Aug-07,Aug-1-1907,8/1/07,8/1/07,1907,8,1,Aug
8447809,Sammy,McManus,22-Oct-11,Oct-22-1911,10/22/11,10/22/11,1911,10,22,Oct
8447864,Bill,Miller,1-Aug-08,Aug-1-1908,8/1/08,8/1/08,1908,8,1,Aug
8449374,Aubrey,Webster,25-Sep-12,Sep-25-1912,9/25/12,9/25/12,1912,9,25,Sep
8449850,Lorne,Chabot,5-Oct-00,Oct-5-1900,10/5/00,10/5/00,1900,10,5,Oct
8447052,Roger,Jenkins,18-Nov-11,Nov-18-1911,11/18/11,11/18/11,1911,11,18,Nov
8445347,Gerry,Carson,10-Oct-05,Oct-10-1905,10/10/05,10/10/05,1905,10,10,Oct
8448241,Yip,Radley,27-Jun-08,Jun-27-1908,6/27/08,6/27/08,1908,6,27,Jun
8445537,Tom,Cook,7-May-07,May-7-1907,5/7/07,5/7/07,1907,5,7,May
8445817,Maurice,Croghan,19-Nov-14,Nov-19-1914,11/19/14,11/19/14,1914,11,19,Nov
